OrderID,Order Date,Customer Age,Customer Gender,Product Category,Product Name,Quantity,Unit Price,Region,Sales
1219,2025-11-16,29.0,Female,Electronics,Bluetooth Speaker,2,2606.53,Central,5213.06
1220,2025-12-07,40.0,Female,Electronics,Bluetooth Speaker,1,3558.41,South,3558.41
1221,2024-06-02,44.0,Male,Electronics,Bluetooth Speaker,1,2867.35,Central,2867.35
1222,2025-01-04,27.0,Female,Home & Kitchen,Vacuum Flask,2,1366.64,North,2733.28
1223,2024-10-22,38.0,Female,Beauty,Hair Dryer,2,615.56,East,1231.12
1224,2024-10-14,26.0,Female,Beauty,Lipstick Set,3,822.5,East,2467.5
1225,2024-06-17,19.0,Male,Sports,Football,1,1153.81,West,1153.81
1226,2025-07-19,39.0,Female,Home & Kitchen,Vacuum Flask,2,1114.55,West,2229.1
1227,2024-06-16,30.0,Female,Home & Kitchen,Blender,1,1658.32,North,1658.32
1228,2024-01-28,31.0,Male,Electronics,Power Bank,1,1153.37,North,1153.37
1229,2025-11-26,26.0,Male,Sports,Cricket Bat,2,1827.95,Central,3655.9
1230,2024-04-12,30.0,Female,Home & Kitchen,Blender,1,1445.28,Central,1445.28
1231,2024-05-26,21.0,Female,Electronics,Power Bank,1,3651.6,North,3651.6
1232,2024-03-29,37.0,Female,Home & Kitchen,Vacuum Flask,3,1433.14,East,4299.42
1233,2025-04-03,31.0,Female,Home & Kitchen,Vacuum Flask,1,1507.07,East,1507.07
1234,2025-03-23,24.0,Female,Home & Kitchen,Blender,2,1239.87,East,2479.74
1235,2024-10-08,16.0,Female,Electronics,Bluetooth Speaker,1,2022.19,North,2022.19
1236,2025-12-01,31.0,Female,Sports,Cricket Bat,1,1691.63,East,1691.63
1237,2025-04-22,16.0,Female,Electronics,Wireless Earbuds,4,4407.62,West,17630.48
1238,2025-05-23,57.0,Female,Electronics,Wireless Earbuds,3,2035.27,West,6105.81
1239,2024-09-13,29.0,Male,Home & Kitchen,Table Lamp,2,1582.86,North,3165.72
1240,2025-08-13,29.0,Male,Clothing,Denim Jacket,1,975.56,South,975.56
1241,2024-04-30,37.0,Male,Home & Kitchen,Table Lamp,1,671.93,South,671.93
1242,2025-08-05,42.0,Female,Electronics,Power Bank,1,3131.96,South,3131.96
1243,2024-09-20,20.0,Male,Clothing,Winter Hoodie,1,800.47,East,800.47
1244,2024-02-16,18.0,Female,Beauty,Perfume,2,626.35,East,1252.7
1245,2024-09-15,25.0,Female,Home & Kitchen,Non-stick Pan,1,1058.43,West,1058.43
1246,2025-03-06,28.0,Male,Clothing,Winter Hoodie,3,1073.28,North,3219.84
1247,2024-08-14,44.0,Male,Beauty,Face Serum,1,624.92,Central,624.92
1248,2024-08-22,16.0,Female,Sports,Yoga Mat,1,1196.71,Central,1196.71
1249,2025-07-24,16.0,Female,Clothing,Winter Hoodie,1,1021.2,East,1021.2
1250,2024-06-01,67.0,Male,Clothing,Denim Jacket,2,1188.82,Central,2377.64
1251,2024-08-16,39.0,Male,Clothing,Winter Hoodie,1,1087.53,West,1087.53
1252,2025-07-21,26.0,Male,Clothing,Denim Jacket,1,1391.71,Central,1391.71
1253,2024-11-08,40.0,Male,Clothing,Running Shoes,1,985.93,East,985.93
1254,2024-07-10,18.0,Female,Sports,Yoga Mat,2,1422.59,West,2845.18
1255,2024-10-30,44.0,Female,Electronics,Laptop Sleeve,1,3320.52,East,3320.52
1256,2025-08-09,43.0,Female,Home & Kitchen,Non-stick Pan,1,1008.62,West,1008.62
1257,2025-08-04,33.0,Male,Home & Kitchen,Storage Rack,2,1349.08,West,2698.16
1258,2025-07-27,36.0,Female,Beauty,Face Serum,1,602.23,South,602.23
1259,2025-10-17,38.0,Male,Home & Kitchen,Blender,3,1831.27,East,5493.81
1260,2025-07-24,51.0,Female,Sports,Cricket Bat,2,1492.54,East,2985.08
1261,2025-07-19,33.0,Male,Electronics,Smartwatch,1,2942.9,North,2942.9
1262,2024-12-16,16.0,Male,Electronics,Bluetooth Speaker,1,3246.55,West,3246.55
1263,2024-09-28,56.0,Male,Clothing,Cotton T-Shirt,1,864.52,North,864.52
1264,2024-07-06,31.0,Female,Electronics,Bluetooth Speaker,2,2676.86,East,5353.72
1265,2025-10-24,35.0,Female,Electronics,Smartwatch,1,4061.73,North,4061.73
1266,2024-01-29,32.0,Male,Clothing,Winter Hoodie,1,1023.79,Central,1023.79
1267,2024-11-05,24.0,Female,Electronics,Wireless Earbuds,2,2711.05,East,5422.1
1268,2024-12-27,52.0,Female,Sports,Yoga Mat,4,1343.56,Central,5374.24
1269,2024-10-17,52.0,Male,Beauty,Lipstick Set,1,638.69,South,638.69
1270,2025-08-18,28.0,Male,Clothing,Formal Shirt,1,752.57,North,752.57
1271,2024-05-18,16.0,Male,Home & Kitchen,Table Lamp,1,1472.6,North,1472.6
1272,2024-03-29,44.0,Male,Electronics,Smartwatch,1,3811.22,North,3811.22
1273,2025-01-03,18.0,Female,Home & Kitchen,Table Lamp,3,1471.22,East,4413.66
1274,2024-11-06,62.0,Female,Clothing,Formal Shirt,1,1161.2,North,1161.2
1275,2025-10-17,16.0,Female,Electronics,Bluetooth Speaker,1,4584.09,East,4584.09
1276,2025-06-23,27.0,Male,Clothing,Winter Hoodie,3,1167.84,West,3503.52
1277,2025-06-26,41.0,Female,Sports,Cricket Bat,2,1391.5,North,2783.0
1278,2024-06-21,24.0,Male,Beauty,Hair Dryer,4,647.66,West,2590.64
1279,2024-07-29,22.0,Male,Beauty,Lipstick Set,1,536.88,East,536.88
1280,2024-05-16,45.0,Female,Clothing,Running Shoes,3,1009.73,West,3029.19
1281,2024-07-03,35.0,Male,Clothing,Winter Hoodie,2,839.43,East,1678.86
1282,2024-06-10,19.0,Female,Clothing,Formal Shirt,1,624.31,West,624.31
1283,2024-03-28,33.0,Male,Clothing,Winter Hoodie,1,593.0,Central,593.0
1284,2024-10-12,19.0,Male,Home & Kitchen,Non-stick Pan,1,1141.19,North,1141.19
1285,2024-08-07,58.0,Female,Electronics,Bluetooth Speaker,1,4111.84,South,4111.84
1286,2024-11-03,42.0,Female,Beauty,Face Serum,1,1029.6,West,1029.6
1287,2025-10-26,27.0,Female,Electronics,Laptop Sleeve,2,2889.06,West,5778.12
1288,2024-08-20,43.0,Female,Beauty,Hair Dryer,2,817.0,West,1634.0
1289,2025-10-26,23.0,Male,Electronics,Laptop Sleeve,2,3396.57,West,6793.14
1290,2024-08-10,43.0,Male,Clothing,Running Shoes,4,900.32,South,3601.28
1291,2024-10-04,32.0,Male,Clothing,Denim Jacket,1,960.38,South,960.38
1292,2024-09-03,42.0,Female,Beauty,Face Serum,2,676.36,East,1352.72
1293,2024-03-31,54.0,Female,Beauty,Face Serum,3,301.77,West,905.31
1294,2024-11-19,31.0,Male,Beauty,Face Serum,1,686.23,South,686.23
1295,2025-04-24,42.0,Female,Sports,Football,3,2053.08,West,6159.24
1296,2025-01-06,30.0,Male,Beauty,Sunscreen,1,551.24,West,551.24
1297,2025-02-12,23.0,Female,Clothing,Denim Jacket,1,473.68,West,473.68
1298,2025-05-29,44.0,Female,Clothing,Formal Shirt,4,980.2,South,3920.8
1299,2025-04-08,37.0,Male,Clothing,Denim Jacket,1,763.85,West,763.85
1300,2025-07-04,36.0,Female,Clothing,Running Shoes,2,1232.43,North,2464.86
1301,2025-09-07,45.0,Female,Home & Kitchen,Non-stick Pan,1,1184.98,East,1184.98
1302,2025-02-07,16.0,Male,Home & Kitchen,Non-stick Pan,3,1649.56,North,4948.68
1303,2024-08-17,33.0,Male,Clothing,Winter Hoodie,1,740.01,Central,740.01
1304,2024-06-05,45.0,Male,Home & Kitchen,Blender,3,1239.41,North,3718.23
1305,2024-11-01,36.0,Male,Home & Kitchen,Table Lamp,1,1669.23,South,1669.23
1306,2024-05-21,25.0,Male,Electronics,Power Bank,2,3029.39,North,6058.78
1307,2025-01-12,24.0,Female,Beauty,Hair Dryer,3,637.45,West,1912.35
1308,2025-02-08,39.0,Female,Home & Kitchen,Storage Rack,3,1723.74,Central,5171.22
1309,2024-03-29,23.0,Female,Clothing,Cotton T-Shirt,1,1138.79,East,1138.79
1310,2025-07-06,39.0,Male,Clothing,Winter Hoodie,1,933.0,East,933.0
1311,2024-07-24,26.0,Male,Sports,Dumbbell Set,2,2091.52,West,4183.04
1312,2024-07-15,17.0,Male,Beauty,Hair Dryer,1,414.45,East,414.45
1313,2024-10-19,50.0,Male,Clothing,Winter Hoodie,1,961.15,West,961.15
1314,2025-02-02,21.0,Female,Sports,Cricket Bat,1,1434.36,East,1434.36
1315,2025-01-01,24.0,Male,Home & Kitchen,Table Lamp,2,1331.5,East,2663.0
1316,2025-01-08,33.0,Female,Sports,Cricket Bat,1,1475.64,North,1475.64
1317,2025-02-11,46.0,Male,Sports,Cricket Bat,2,2614.19,Central,5228.38
1318,2024-10-14,42.0,Female,Home & Kitchen,Table Lamp,1,1342.1,South,1342.1
1319,2025-07-09,38.0,Female,Clothing,Formal Shirt,1,1238.09,East,1238.09
1320,2025-08-26,50.0,Female,Beauty,Perfume,1,587.78,North,587.78
1321,2025-06-19,31.0,Female,Sports,Football,1,1356.99,East,1356.99
1322,2024-09-21,37.0,Female,Home & Kitchen,Storage Rack,1,1488.24,East,1488.24
1323,2024-02-23,20.0,Female,Electronics,Bluetooth Speaker,1,2241.92,West,2241.92
1324,2024-11-12,22.0,Female,Clothing,Winter Hoodie,3,1117.52,East,3352.56
1325,2025-06-04,24.0,Female,Beauty,Hair Dryer,2,603.34,West,1206.68
1326,2025-08-09,36.0,Female,Sports,Cricket Bat,3,1122.24,East,3366.72
1327,2024-11-21,37.0,Male,Beauty,Perfume,2,834.06,East,1668.12
1328,2025-05-07,51.0,Female,Beauty,Hair Dryer,1,726.68,North,726.68
1329,2025-07-03,33.0,Male,Clothing,Denim Jacket,1,717.39,Central,717.39
1330,2025-05-25,16.0,Female,Home & Kitchen,Non-stick Pan,2,991.49,North,1982.98
1331,2025-06-27,23.0,Female,Electronics,Wireless Earbuds,1,3408.0,South,3408.0
1332,2024-06-12,26.0,Female,Electronics,Wireless Earbuds,2,2754.17,Central,5508.34
1333,2024-05-13,19.0,Male,Electronics,Wireless Earbuds,1,3265.17,Central,3265.17
1334,2025-10-04,37.0,Female,Clothing,Formal Shirt,3,809.02,South,2427.06
1335,2025-01-31,33.0,Female,Clothing,Formal Shirt,1,948.17,North,948.17
1336,2024-07-24,21.0,Male,Clothing,Denim Jacket,2,476.33,South,952.66
1337,2025-07-14,36.0,Male,Electronics,Bluetooth Speaker,4,2635.48,North,10541.92
1338,2025-06-22,34.0,Female,Electronics,Power Bank,2,5575.61,Central,11151.22
1339,2024-11-26,16.0,Male,Clothing,Winter Hoodie,1,1032.39,West,1032.39
1340,2024-10-13,45.0,Female,Home & Kitchen,Table Lamp,1,1417.47,West,1417.47
1341,2025-09-02,26.0,Female,Sports,Cricket Bat,1,1588.6,South,1588.6
1342,2024-11-15,33.0,Female,Electronics,Wireless Earbuds,4,3221.46,North,12885.84
1343,2024-10-08,32.0,Female,Clothing,Denim Jacket,1,1260.52,West,1260.52
1344,2025-07-22,48.0,Female,Beauty,Sunscreen,3,875.16,North,2625.48
1345,2024-06-11,46.0,Female,Home & Kitchen,Storage Rack,2,1245.4,Central,2490.8
1346,2024-09-21,16.0,Female,Clothing,Denim Jacket,1,1069.28,Central,1069.28
1347,2025-05-08,29.0,Female,Sports,Cricket Bat,1,1301.34,West,1301.34
1348,2025-10-09,38.0,Male,Home & Kitchen,Storage Rack,3,1398.16,East,4194.48
1349,2024-07-13,31.0,Female,Sports,Football,2,2057.24,West,4114.48
1350,2025-03-26,39.0,Male,Beauty,Lipstick Set,3,620.1,South,1860.3
1351,2025-08-09,29.0,Female,Beauty,Face Serum,2,569.51,South,1139.02
1352,2025-07-29,23.0,Male,Sports,Dumbbell Set,4,1550.99,Central,6203.96
1353,2024-11-25,53.0,Male,Sports,Dumbbell Set,4,2392.64,East,9570.56
1354,2025-03-25,28.0,Male,Clothing,Running Shoes,2,728.8,West,1457.6
1355,2024-11-21,58.0,Female,Home & Kitchen,Vacuum Flask,2,898.44,North,1796.88
1356,2024-11-15,45.0,Male,Sports,Football,1,1414.78,South,1414.78
1357,2024-12-19,36.0,Male,Sports,Football,1,2008.84,North,2008.84
1358,2024-04-04,37.0,Female,Home & Kitchen,Blender,2,841.44,North,1682.88
1359,2025-06-14,37.0,Male,Electronics,Power Bank,2,2192.25,South,4384.5
1360,2024-10-02,53.0,Male,Sports,Dumbbell Set,1,1779.58,Central,1779.58
1361,2025-04-02,31.0,Male,Clothing,Formal Shirt,1,1014.02,East,1014.02
1362,2025-01-16,52.0,Female,Clothing,Formal Shirt,2,837.39,Central,1674.78
1363,2025-04-12,41.0,Female,Home & Kitchen,Blender,2,1467.78,North,2935.56
1364,2024-09-17,52.0,Female,Electronics,Smartwatch,2,3794.65,West,7589.3
1365,2024-10-18,25.0,Female,Sports,Cricket Bat,1,1148.2,East,1148.2
1366,2024-04-17,31.0,Female,Home & Kitchen,Table Lamp,3,1274.25,East,3822.75
1367,2024-07-17,27.0,Male,Beauty,Sunscreen,1,649.1,Central,649.1
1368,2024-10-25,42.0,Female,Beauty,Hair Dryer,2,865.02,West,1730.04
1369,2025-11-16,43.0,Male,Sports,Dumbbell Set,2,1931.06,East,3862.12
1370,2025-09-28,31.0,Male,Clothing,Winter Hoodie,1,1079.74,South,1079.74
1371,2025-05-21,42.0,Male,Electronics,Power Bank,1,2201.07,North,2201.07
1372,2025-02-04,16.0,Female,Home & Kitchen,Table Lamp,1,2370.13,North,2370.13
1373,2025-05-02,22.0,Female,Home & Kitchen,Vacuum Flask,2,1108.78,North,2217.56
1374,2025-04-10,29.0,Female,Clothing,Winter Hoodie,2,1127.57,South,2255.14
1375,2024-08-28,48.0,Female,Electronics,Wireless Earbuds,2,1585.41,East,3170.82
1376,2024-01-25,25.0,Female,Beauty,Face Serum,1,660.09,South,660.09
1377,2024-07-04,46.0,Male,Beauty,Lipstick Set,2,818.15,South,1636.3
1378,2024-08-04,23.0,Female,Electronics,Bluetooth Speaker,1,2833.63,South,2833.63
1379,2024-07-13,49.0,Male,Home & Kitchen,Storage Rack,1,1550.79,South,1550.79
1380,2024-07-19,32.0,Male,Sports,Cycling Helmet,1,1637.89,North,1637.89
1381,2025-07-15,28.0,Male,Beauty,Face Serum,2,637.31,West,1274.62
1382,2024-05-16,16.0,Female,Sports,Football,4,1895.46,West,7581.84
1383,2024-08-21,19.0,Female,Home & Kitchen,Blender,1,1169.71,South,1169.71
1384,2024-08-10,64.0,Female,Electronics,Power Bank,3,2282.84,West,6848.52
1385,2024-11-15,34.0,Female,Electronics,Laptop Sleeve,1,3743.37,Central,3743.37
1386,2024-10-22,17.0,Female,Electronics,Wireless Earbuds,2,4376.08,North,8752.16
1387,2025-11-24,34.0,Male,Clothing,Denim Jacket,1,709.6,West,709.6
1388,2025-03-28,26.0,Female,Sports,Cricket Bat,1,1791.44,North,1791.44
1389,2024-10-14,34.0,Female,Clothing,Formal Shirt,1,1406.21,West,1406.21
1390,2025-05-10,35.0,Female,Beauty,Face Serum,2,723.28,West,1446.56
1391,2025-01-15,34.0,Male,Home & Kitchen,Table Lamp,2,1434.69,East,2869.38
1392,2025-07-15,39.0,Male,Home & Kitchen,Vacuum Flask,1,853.25,North,853.25
1393,2024-04-27,16.0,Male,Home & Kitchen,Blender,1,1786.78,West,1786.78
1394,2024-11-20,16.0,Female,Sports,Football,1,1739.9,North,1739.9
1395,2024-04-03,29.0,Male,Clothing,Running Shoes,1,725.45,North,725.45
1396,2025-08-16,16.0,Male,Electronics,Laptop Sleeve,2,4029.45,West,8058.9
1397,2024-04-30,48.0,Female,Beauty,Hair Dryer,3,502.74,South,1508.22
1398,2024-03-03,32.0,Female,Sports,Football,1,1870.21,North,1870.21
1399,2024-09-06,26.0,Male,Sports,Yoga Mat,1,1105.6,North,1105.6
1400,2024-07-14,50.0,Male,Electronics,Wireless Earbuds,1,2041.1,East,2041.1
1401,2025-01-21,16.0,Male,Clothing,Formal Shirt,3,1218.37,West,3655.11
1402,2024-06-23,35.0,Female,Beauty,Sunscreen,3,750.5,North,2251.5
1403,2025-08-21,30.0,Female,Electronics,Smartwatch,1,2755.56,North,2755.56
1404,2025-08-06,32.0,Female,Electronics,Wireless Earbuds,2,3613.77,West,7227.54
1405,2024-03-01,47.0,Male,Clothing,Formal Shirt,1,915.13,West,915.13
1406,2024-05-13,41.0,Male,Home & Kitchen,Vacuum Flask,1,1702.6,South,1702.6
1407,2025-07-16,37.0,Female,Clothing,Denim Jacket,1,1171.23,East,1171.23
1408,2024-08-30,28.0,Female,Electronics,Laptop Sleeve,1,3020.62,East,3020.62
1409,2025-01-09,35.0,Female,Electronics,Power Bank,4,2943.4,West,11773.6
1410,2025-07-06,51.0,Male,Sports,Cycling Helmet,1,1319.43,West,1319.43
1411,2024-08-23,47.0,Male,Home & Kitchen,Blender,1,2169.12,East,2169.12
1412,2025-08-31,31.0,Female,Beauty,Sunscreen,1,535.35,North,535.35
1413,2025-05-15,43.0,Male,Sports,Yoga Mat,4,1382.44,South,5529.76
1414,2025-05-23,35.0,Male,Electronics,Bluetooth Speaker,1,2601.55,East,2601.55
1415,2025-07-03,16.0,Female,Beauty,Lipstick Set,1,654.56,West,654.56
1416,2025-01-08,27.0,Female,Home & Kitchen,Table Lamp,4,1788.65,West,7154.6
1417,2024-09-15,28.0,Male,Clothing,Winter Hoodie,3,764.56,South,2293.68
1418,2024-11-01,35.0,Male,Home & Kitchen,Vacuum Flask,4,1559.32,North,6237.28
1419,2024-12-14,44.0,Female,Clothing,Cotton T-Shirt,2,930.89,East,1861.78
1420,2024-12-18,20.0,Male,Home & Kitchen,Blender,1,1338.85,South,1338.85
1421,2025-04-02,47.0,Female,Sports,Cricket Bat,2,1751.61,West,3503.22
1422,2025-01-20,32.0,Female,Beauty,Sunscreen,1,685.85,East,685.85
1423,2025-02-28,52.0,Male,Beauty,Hair Dryer,1,620.31,West,620.31
1424,2025-07-21,40.0,Male,Home & Kitchen,Vacuum Flask,1,1797.14,Central,1797.14
1425,2025-04-30,35.0,Male,Sports,Cycling Helmet,1,1245.99,South,1245.99
1426,2025-08-30,56.0,Female,Home & Kitchen,Storage Rack,1,1503.47,South,1503.47
1427,2025-07-20,44.0,Female,Beauty,Hair Dryer,2,602.07,West,1204.14
1428,2025-06-10,43.0,Male,Electronics,Wireless Earbuds,1,943.86,West,943.86
1429,2025-05-29,26.0,Male,Clothing,Cotton T-Shirt,1,1085.64,West,1085.64
1430,2024-09-22,34.0,Male,Electronics,Wireless Earbuds,1,2512.74,Central,2512.74
1431,2025-08-20,58.0,Female,Beauty,Perfume,3,915.62,West,2746.86
1432,2025-01-02,38.0,Male,Sports,Dumbbell Set,3,848.93,North,2546.79
1433,2024-10-02,34.0,Male,Sports,Dumbbell Set,1,1826.3,West,1826.3
1434,2025-05-21,37.0,Male,Sports,Yoga Mat,1,1215.58,North,1215.58
1435,2024-03-21,32.0,Female,Clothing,Winter Hoodie,1,413.76,West,413.76
1436,2024-03-25,49.0,Female,Electronics,Bluetooth Speaker,1,3140.73,North,3140.73
1437,2025-04-19,35.0,Male,Clothing,Winter Hoodie,1,890.02,North,890.02
1438,2025-05-10,41.0,Male,Beauty,Hair Dryer,1,362.77,West,362.77
1439,2024-10-06,53.0,Female,Clothing,Formal Shirt,1,1229.95,Central,1229.95
1440,2024-02-15,38.0,Male,Sports,Dumbbell Set,1,1558.98,West,1558.98
1441,2025-08-09,29.0,Male,Beauty,Hair Dryer,2,343.55,North,687.1
1442,2025-07-13,31.0,Female,Clothing,Cotton T-Shirt,1,741.71,North,741.71
1443,2024-12-19,17.0,Female,Beauty,Lipstick Set,4,884.03,East,3536.12
1444,2024-08-21,45.0,Male,Electronics,Wireless Earbuds,1,3452.27,North,3452.27
1445,2025-07-31,43.0,Female,Home & Kitchen,Blender,2,1326.23,Central,2652.46
1446,2024-11-08,38.0,Male,Beauty,Face Serum,2,336.6,East,673.2
1447,2024-06-08,26.0,Female,Home & Kitchen,Table Lamp,1,1301.76,West,1301.76
1448,2025-01-03,16.0,Male,Electronics,Wireless Earbuds,1,3553.84,East,3553.84
1449,2024-09-22,43.0,Male,Clothing,Running Shoes,1,1182.49,North,1182.49
1450,2025-10-23,54.0,Female,Electronics,Power Bank,2,1526.68,South,3053.36
1451,2024-03-30,16.0,Male,Sports,Cycling Helmet,1,1443.52,West,1443.52
1452,2025-10-11,34.0,Female,Home & Kitchen,Vacuum Flask,1,2024.09,East,2024.09
1453,2024-07-16,56.0,Male,Sports,Cricket Bat,4,1508.55,East,6034.2
1454,2024-12-01,42.0,Male,Electronics,Laptop Sleeve,2,2664.72,West,5329.44
1455,2024-04-08,16.0,Male,Clothing,Denim Jacket,1,528.49,Central,528.49
1456,2024-09-18,40.0,Male,Beauty,Hair Dryer,1,458.79,South,458.79
1457,2024-06-22,43.0,Male,Electronics,Bluetooth Speaker,1,3957.24,East,3957.24
1458,2025-06-14,34.0,Female,Clothing,Denim Jacket,1,831.27,North,831.27
1459,2025-02-20,41.0,Male,Clothing,Denim Jacket,2,1145.31,East,2290.62
1460,2025-12-08,30.0,Male,Electronics,Bluetooth Speaker,2,3628.46,Central,7256.92
1461,2024-10-11,38.0,Female,Clothing,Winter Hoodie,1,740.9,East,740.9
1462,2024-09-16,56.0,Female,Electronics,Smartwatch,4,3800.2,East,15200.8
1463,2025-02-20,34.0,Male,Clothing,Cotton T-Shirt,1,1398.87,West,1398.87
1464,2025-03-08,40.0,Male,Home & Kitchen,Non-stick Pan,1,1344.02,East,1344.02
1465,2024-06-27,21.0,Male,Home & Kitchen,Table Lamp,3,1356.15,South,4068.45
1466,2024-09-19,29.0,Male,Home & Kitchen,Vacuum Flask,1,1473.72,East,1473.72
1467,2025-02-16,35.0,Female,Sports,Football,1,2112.34,West,2112.34
1468,2025-05-29,26.0,Female,Electronics,Bluetooth Speaker,1,3626.69,West,3626.69
1469,2024-06-23,44.0,Male,Sports,Cycling Helmet,1,1264.51,West,1264.51
1470,2025-08-01,31.0,Female,Sports,Dumbbell Set,2,1911.38,Central,3822.76
1471,2024-01-21,44.0,Female,Clothing,Formal Shirt,1,1296.64,Central,1296.64
1472,2025-07-24,52.0,Female,Home & Kitchen,Blender,2,645.76,Central,1291.52
1473,2025-03-18,34.0,Male,Sports,Cricket Bat,2,2019.24,East,4038.48
1474,2025-01-04,37.0,Male,Beauty,Lipstick Set,1,610.59,South,610.59
1475,2024-12-08,46.0,Male,Home & Kitchen,Table Lamp,1,1593.03,South,1593.03
1476,2024-09-22,33.0,Male,Beauty,Sunscreen,1,441.29,East,441.29
1477,2024-07-02,46.0,Male,Clothing,Formal Shirt,1,766.76,South,766.76
1478,2024-12-09,57.0,Female,Home & Kitchen,Blender,1,1446.07,West,1446.07
1479,2024-04-21,48.0,Male,Sports,Cycling Helmet,1,1365.26,East,1365.26
1480,2024-08-27,36.0,Male,Clothing,Formal Shirt,1,721.67,South,721.67
1481,2024-11-07,34.0,Female,Electronics,Bluetooth Speaker,2,3161.43,East,6322.86
1482,2024-05-28,45.0,Male,Home & Kitchen,Non-stick Pan,1,1786.06,East,1786.06
1483,2025-05-11,35.0,Female,Sports,Yoga Mat,4,1744.05,West,6976.2
1484,2024-11-09,35.0,Male,Clothing,Denim Jacket,4,1006.42,North,4025.68
1485,2025-04-23,40.0,Female,Clothing,Winter Hoodie,2,1289.17,South,2578.34
1486,2025-04-13,30.0,Male,Clothing,Running Shoes,1,1081.42,South,1081.42
1487,2025-07-22,57.0,Male,Clothing,Denim Jacket,1,1515.49,West,1515.49
1488,2024-07-08,23.0,Female,Clothing,Winter Hoodie,1,1081.99,Central,1081.99
1489,2025-01-22,46.0,Male,Sports,Cycling Helmet,1,2194.09,East,2194.09
1490,2025-04-03,19.0,Female,Electronics,Smartwatch,1,3474.69,West,3474.69
1491,2025-04-23,27.0,Female,Electronics,Smartwatch,1,3330.08,South,3330.08
1492,2024-12-01,31.0,Female,Electronics,Laptop Sleeve,2,3070.01,North,6140.02
1493,2025-09-02,40.0,Male,Home & Kitchen,Blender,1,1328.51,North,1328.51
1494,2024-11-15,35.0,Female,Electronics,Laptop Sleeve,3,2835.75,East,8507.25
1495,2024-06-05,26.0,Male,Electronics,Wireless Earbuds,2,2788.96,East,5577.92
1496,2024-07-21,33.0,Female,Clothing,Denim Jacket,1,1168.36,South,1168.36
1497,2024-12-21,36.0,Male,Clothing,Winter Hoodie,1,1162.83,East,1162.83
1498,2024-06-27,35.0,Male,Electronics,Bluetooth Speaker,2,2533.15,North,5066.3
1499,2024-04-07,41.0,Female,Sports,Yoga Mat,1,1053.28,Central,1053.28
1500,2025-02-26,48.0,Female,Electronics,Bluetooth Speaker,2,1616.54,West,3233.08
1501,2024-03-30,50.0,Female,Electronics,Bluetooth Speaker,2,2162.87,North,4325.74
1502,2024-09-14,34.0,Female,Clothing,Formal Shirt,1,551.36,North,551.36
1503,2024-08-19,38.0,Male,Electronics,Wireless Earbuds,1,3227.42,South,3227.42
1504,2024-10-30,22.0,Female,Clothing,Cotton T-Shirt,1,875.76,West,875.76
1505,2024-12-14,16.0,Male,Home & Kitchen,Storage Rack,2,1699.18,South,3398.36
1506,2025-05-22,53.0,Male,Home & Kitchen,Table Lamp,2,1551.59,Central,3103.18
1507,2025-11-07,30.0,Male,Electronics,Smartwatch,2,2465.91,North,4931.82
1508,2025-08-31,46.0,Male,Electronics,Smartwatch,1,4340.12,North,4340.12
1509,2025-01-25,39.0,Male,Electronics,Smartwatch,1,2577.77,South,2577.77
1510,2024-12-19,38.0,Female,Sports,Cricket Bat,1,2026.93,East,2026.93
1511,2024-08-09,20.0,Female,Electronics,Smartwatch,4,3689.93,Central,14759.72
1512,2025-06-12,30.0,Male,Beauty,Perfume,1,472.24,South,472.24
1513,2025-04-07,34.0,Female,Electronics,Laptop Sleeve,3,3992.64,West,11977.92
1514,2025-03-12,40.0,Male,Electronics,Power Bank,2,3156.32,Central,6312.64
1515,2024-08-21,38.0,Female,Sports,Dumbbell Set,2,1448.04,East,2896.08
1516,2024-12-12,44.0,Female,Clothing,Cotton T-Shirt,3,805.84,South,2417.52
1517,2025-03-08,21.0,Male,Beauty,Face Serum,1,826.18,West,826.18
1518,2025-06-19,45.0,Female,Sports,Football,1,1872.38,Central,1872.38
1519,2024-10-21,50.0,Male,Clothing,Formal Shirt,1,770.26,South,770.26
1520,2024-03-06,54.0,Male,Clothing,Cotton T-Shirt,3,908.17,Central,2724.51
1521,2025-05-10,16.0,Female,Clothing,Winter Hoodie,1,992.34,South,992.34
1522,2024-06-15,60.0,Female,Beauty,Lipstick Set,3,539.78,West,1619.34
1523,2024-09-04,26.0,Female,Clothing,Running Shoes,1,922.32,West,922.32
1524,2025-02-11,53.0,Female,Electronics,Bluetooth Speaker,1,1792.06,East,1792.06
1525,2025-04-25,27.0,Male,Beauty,Face Serum,1,844.37,West,844.37
1526,2025-05-11,50.0,Female,Electronics,Laptop Sleeve,2,3757.6,West,7515.2
1527,2024-07-12,28.0,Male,Clothing,Winter Hoodie,1,825.2,South,825.2
1528,2025-07-24,23.0,Female,Electronics,Bluetooth Speaker,1,3743.63,South,3743.63
1529,2024-05-19,26.0,Female,Electronics,Laptop Sleeve,2,3118.48,West,6236.96
1530,2024-11-18,40.0,Female,Clothing,Winter Hoodie,1,1149.74,West,1149.74
1531,2024-12-17,47.0,Male,Beauty,Sunscreen,2,570.96,North,1141.92
1532,2024-11-18,16.0,Female,Clothing,Denim Jacket,1,954.59,North,954.59
1533,2025-01-17,46.0,Male,Sports,Dumbbell Set,2,1145.83,South,2291.66
