TransactionID,Time_of_day_hr,Amount,V1,V2,V3,Class
3745,18.49,5.19,-2.206,-0.136,1.311,0
3746,14.99,32.1,0.527,0.194,-0.78,0
3747,22.95,80.23,-1.663,0.388,-0.027,0
3748,16.01,41.34,-1.255,0.328,-0.625,0
3749,3.89,33.41,-1.905,0.178,-0.355,0
3750,8.28,10.12,1.413,1.933,0.745,0
3751,11.42,25.82,0.274,-1.239,0.196,0
3752,7.55,35.17,0.885,0.793,-0.689,0
3753,13.52,148.21,1.492,-2.461,1.066,0
3754,23.77,325.04,0.886,-0.021,0.34,0
3755,13.77,15.61,-2.398,1.947,0.653,0
3756,15.57,37.01,2.382,-1.358,0.769,0
3757,3.47,13.53,1.658,-0.253,-1.033,0
3758,16.74,132.66,-1.417,0.423,1.168,0
3759,15.38,90.65,0.604,-0.439,0.341,0
3760,12.08,182.4,-0.51,0.387,-0.378,0
3761,14.49,151.77,-1.196,-0.822,1.22,0
3762,8.0,1052.57,2.59,-0.553,-1.72,0
3763,5.56,37.0,0.484,2.113,0.278,0
3764,13.1,3.82,-0.492,0.052,0.777,0
3765,20.41,22.26,-0.468,0.606,-0.334,0
3766,2.55,60.0,1.892,-1.715,-0.355,1
3767,5.74,13.13,-1.25,0.064,-2.409,0
3768,13.47,110.86,1.244,-0.408,-0.712,0
3769,19.17,85.53,1.172,1.074,-0.41,0
3770,16.5,28.12,0.416,-2.107,-1.616,0
3771,21.96,44.92,1.752,0.299,0.111,0
3772,16.68,18.57,-1.292,-0.602,0.061,0
3773,11.25,44.4,0.019,-2.251,0.37,0
3774,0.22,110.28,0.45,1.85,-0.725,0
3775,9.52,19.63,-0.851,1.126,-0.079,0
3776,18.06,293.0,-0.815,0.99,0.126,0
3777,19.62,57.04,-0.111,-2.725,-3.738,0
3778,9.87,24.21,0.016,-0.328,-1.589,0
3779,9.99,96.85,-0.364,2.958,1.977,0
3780,5.63,18.08,0.625,-0.482,0.831,0
3781,20.97,16.21,0.978,1.291,-0.926,0
3782,14.39,106.82,-0.966,1.395,-0.783,0
3783,2.28,27.87,-1.023,1.654,1.089,0
3784,9.77,87.1,0.07,-1.938,-1.158,0
3785,2.91,95.3,0.132,0.335,0.514,0
3786,13.21,84.12,-0.962,0.158,0.267,0
3787,7.33,96.2,1.803,1.8,-0.854,0
3788,10.65,47.74,0.133,0.656,1.714,0
3789,19.98,161.09,1.135,-1.259,0.924,0
3790,16.85,190.37,0.753,-2.334,1.673,0
3791,16.41,38.94,0.453,0.999,1.958,0
3792,6.41,52.53,-0.629,-0.668,1.218,0
3793,21.46,92.12,-0.576,2.115,-1.38,0
3794,19.22,14.21,-0.336,1.493,-1.633,0
3795,8.97,101.27,-0.406,2.932,0.099,0
3796,18.23,10.55,-1.255,0.886,1.433,0
3797,10.95,16.81,-0.057,1.012,-0.097,0
3798,16.72,336.58,1.355,-0.965,0.237,0
3799,9.84,5.12,0.554,-0.492,2.409,0
3800,11.33,10.87,0.173,0.297,-0.066,0
3801,11.78,21.94,0.592,0.169,0.488,0
3802,7.96,719.95,1.041,-2.315,1.239,1
3803,16.32,59.53,0.381,0.438,-0.771,0
3804,12.67,10.21,0.657,-1.223,1.787,0
3805,18.51,11.1,0.221,0.726,-2.261,0
3806,21.52,31.1,-0.185,1.338,1.105,0
3807,19.3,15.53,0.428,-0.131,0.266,0
3808,10.23,24.3,0.246,-1.526,-1.743,0
3809,4.85,58.32,-0.901,0.147,0.387,0
3810,14.38,161.31,-0.918,0.31,0.048,0
3811,7.82,13.5,0.066,-0.896,0.16,0
3812,2.41,288.81,-0.166,-1.085,0.178,0
3813,11.6,26.89,-1.046,1.678,-2.567,0
3814,10.22,24.93,1.183,1.781,0.014,0
3815,11.37,17.47,-1.582,-0.247,1.475,0
3816,13.93,22.34,-1.464,0.264,1.114,0
3817,20.44,67.18,0.424,-1.141,1.152,0
3818,15.41,106.73,0.765,0.713,-0.682,0
3819,8.95,20.2,-0.64,0.973,-0.383,0
3820,11.41,112.15,-0.023,0.785,-1.007,0
3821,21.27,36.42,-1.593,1.125,0.587,0
3822,17.6,64.58,-1.67,-1.729,-0.832,0
3823,11.9,11.42,1.649,-0.491,0.419,0
3824,10.26,563.69,0.148,-0.875,0.338,0
3825,17.1,99.93,-0.2,-2.771,1.788,0
3826,22.85,26.57,-1.45,0.766,-0.015,0
3827,16.57,198.95,0.308,-1.398,0.683,0
3828,15.79,77.94,1.512,-0.31,-1.699,0
3829,17.18,74.8,0.553,1.077,2.423,0
3830,1.53,118.43,0.938,-0.299,-2.124,0
3831,13.76,44.92,0.407,2.472,-0.414,0
3832,18.05,8.44,-1.75,0.577,-0.195,0
3833,14.2,37.02,-3.353,1.31,0.202,0
3834,13.45,92.87,-0.842,0.107,1.684,0
3835,0.39,84.36,0.031,0.392,0.327,0
3836,17.58,13.58,1.337,1.088,1.337,0
3837,22.75,3.38,0.336,-0.424,0.849,0
3838,16.8,6.39,0.935,-0.129,-2.053,0
3839,4.89,18.09,-1.25,-1.077,-1.657,0
3840,3.82,54.08,-0.764,-1.648,-1.373,0
3841,17.83,15.06,1.199,-0.097,0.524,0
3842,15.94,39.03,-0.009,1.724,2.574,0
3843,17.57,100.19,0.545,-0.742,2.716,0
3844,18.05,35.78,1.017,0.5,0.858,0
3845,20.49,21.06,1.944,0.045,-0.663,0
3846,17.6,35.36,-1.217,0.697,0.337,0
3847,15.26,16.91,-0.834,-1.595,1.962,0
3848,21.8,77.27,1.111,0.089,0.114,0
3849,9.87,14.92,-0.133,0.96,-0.179,0
3850,10.58,1.18,-0.14,0.358,-0.687,0
3851,17.49,118.41,-1.342,-1.899,1.523,0
3852,11.86,100.41,0.965,1.723,-0.852,0
3853,2.78,272.51,0.019,3.109,0.809,0
3854,20.8,7.3,-0.256,-0.534,-0.442,0
3855,10.02,25.19,-0.012,1.535,0.772,0
3856,16.96,113.93,0.247,-0.057,0.27,0
3857,15.24,181.02,1.109,-0.758,0.149,0
3858,8.15,47.88,0.666,-1.0,1.321,0
3859,13.54,39.27,-0.75,-1.855,0.528,0
3860,10.05,60.4,1.43,0.457,0.334,0
3861,15.72,75.19,-1.628,0.019,0.09,0
3862,14.74,18.3,0.998,0.753,1.755,0
3863,20.02,28.73,3.42,0.766,0.621,0
3864,10.78,181.84,0.995,-0.999,1.992,0
3865,11.37,48.4,0.407,1.779,1.492,0
3866,9.41,59.92,0.582,0.872,2.162,0
3867,2.67,72.79,-1.761,1.322,1.541,0
3868,23.4,53.03,1.704,-0.483,-0.6,0
3869,13.11,67.98,1.002,-0.911,-2.325,0
3870,15.54,113.83,2.243,0.714,0.196,0
3871,5.16,66.59,-0.1,-2.001,1.177,0
3872,23.75,34.09,-1.285,0.614,-1.21,0
3873,9.9,17.03,-0.379,0.174,1.023,0
3874,15.76,7.2,-0.424,0.838,0.588,0
3875,21.9,455.68,-0.073,1.329,-0.532,0
3876,7.79,42.24,3.631,-2.307,1.921,1
3877,8.99,14.59,-1.02,-1.826,0.345,0
3878,15.35,2.65,0.804,2.775,0.85,0
3879,2.72,194.11,-0.878,-1.789,2.156,0
3880,12.27,309.99,0.707,0.055,0.183,0
3881,6.33,31.06,0.042,-1.66,1.057,0
3882,4.01,23.26,-1.571,0.538,0.305,0
3883,18.61,10.85,-1.934,-0.608,0.451,0
3884,15.19,38.78,0.108,-1.115,1.247,0
3885,17.69,75.97,0.2,0.926,-0.169,0
3886,7.07,1.76,1.006,0.65,0.934,0
3887,9.93,8.79,-0.908,2.002,-0.367,0
3888,11.25,31.91,0.2,-0.764,-1.562,0
3889,17.9,112.79,0.511,1.872,1.276,0
3890,7.97,35.09,0.106,0.539,2.022,0
3891,18.81,228.76,1.88,0.458,-0.103,0
3892,9.36,235.65,-0.152,-0.943,-0.059,0
3893,16.24,145.05,0.129,-0.421,-0.058,0
3894,12.73,64.75,0.404,-0.824,1.649,0
3895,15.78,146.64,-0.127,-1.798,0.063,0
3896,17.62,30.6,2.061,2.699,0.49,0
3897,15.74,82.51,0.336,0.758,-0.95,0
3898,19.07,5.35,0.498,2.591,-0.361,0
3899,16.05,24.11,0.296,1.335,0.742,0
3900,11.84,41.29,0.45,-1.521,1.891,0
3901,16.61,29.93,-0.892,1.36,-1.263,0
3902,8.45,83.22,1.522,-1.111,-0.355,0
3903,20.35,249.39,1.281,-2.367,-0.263,1
3904,21.57,74.46,-3.029,1.66,-2.05,0
3905,4.32,4.91,-0.006,0.808,-0.896,0
3906,7.17,6.72,-1.3,-0.813,1.05,0
3907,15.74,58.38,-0.331,-0.936,1.849,0
3908,4.79,349.99,-0.8,0.836,0.194,0
3909,3.2,40.86,2.899,1.133,-0.174,0
3910,21.11,43.92,0.805,0.729,2.579,0
3911,17.96,4.76,1.035,0.918,-2.137,0
3912,10.92,37.02,0.889,1.28,2.344,0
3913,11.53,150.89,2.184,1.26,-2.341,0
3914,14.97,62.98,0.874,0.71,-0.673,0
3915,12.07,10.14,1.106,-0.348,-0.159,0
3916,16.72,176.64,-1.108,0.042,0.916,0
3917,10.25,43.69,0.15,-0.177,-0.794,0
3918,17.89,18.35,-2.498,-0.257,-1.421,0
3919,12.78,44.25,-0.616,0.569,2.261,0
3920,21.78,139.93,2.39,-0.323,-0.026,0
3921,10.05,23.06,0.852,-0.089,0.119,0
3922,16.95,128.75,1.015,0.43,0.317,0
3923,12.93,58.11,-0.811,1.747,2.03,0
3924,22.41,287.76,-1.327,0.416,0.19,0
3925,18.63,92.61,-0.661,-2.957,-1.535,0
3926,14.25,22.89,0.483,1.053,2.315,0
3927,13.41,38.71,1.07,-0.052,-1.348,0
3928,0.75,171.0,-0.417,-0.294,-1.452,0
3929,6.48,33.32,0.711,-1.492,2.002,0
3930,6.2,42.48,-1.241,1.948,0.896,0
3931,2.37,24.14,-1.011,1.126,0.948,0
3932,16.93,11.35,0.39,-1.247,-0.734,0
3933,10.42,30.38,-0.539,0.646,-0.524,0
3934,15.84,83.1,-0.607,1.663,-0.564,0
3935,18.22,27.55,-0.643,1.004,-0.046,0
3936,0.85,57.54,2.688,-0.677,-1.495,0
3937,17.83,61.38,1.431,-0.747,-0.108,0
3938,8.08,43.52,0.297,-1.011,1.064,0
3939,20.87,18.65,1.293,-1.047,-1.621,0
3940,12.48,173.61,-1.023,-0.367,1.401,0
3941,16.83,17.84,-2.749,-0.309,-1.124,0
3942,5.92,35.32,-0.125,-1.126,1.364,0
3943,8.6,67.6,-0.321,2.059,0.406,0
3944,11.61,14.08,-0.303,0.114,0.57,0
3945,16.06,112.39,-0.565,1.645,1.542,0
3946,22.59,24.19,-0.078,-0.605,0.229,0
3947,16.6,1.7,-0.903,0.348,-1.219,0
3948,18.73,29.19,-0.001,0.129,2.508,0
3949,12.21,79.32,-0.961,0.962,0.51,0
3950,13.94,105.68,0.301,1.059,-1.097,0
3951,6.93,52.84,1.488,-1.415,0.091,0
3952,12.55,21.74,-0.981,-0.349,4.024,0
3953,13.2,71.49,-1.207,0.553,0.622,0
3954,5.2,147.72,-1.176,-0.029,4.045,0
3955,1.58,24.68,0.464,1.3,0.77,0
3956,15.24,109.13,-1.119,0.65,-0.159,0
3957,0.12,98.74,2.063,0.411,-1.197,0
3958,10.35,103.48,-0.196,0.252,1.563,0
3959,3.76,29.11,0.253,-0.292,0.07,0
3960,10.85,29.15,0.037,0.312,1.41,0
3961,9.11,13.16,-2.715,0.092,-0.406,0
3962,3.38,36.66,2.731,-0.395,1.917,0
3963,16.66,48.78,1.045,0.025,-0.27,0
3964,8.32,54.66,-1.362,-1.143,-2.997,0
3965,15.89,122.94,-1.94,0.065,0.114,0
3966,13.7,27.68,1.657,0.49,1.497,0
3967,22.71,277.31,0.449,0.631,0.907,0
3968,9.19,104.31,-1.23,-1.183,0.448,0
3969,5.9,122.59,4.042,-2.15,3.023,1
3970,9.91,11.35,-1.327,-0.339,0.214,0
3971,7.72,24.39,-0.684,-0.737,-1.376,0
3972,14.87,1.53,-1.111,-0.453,1.374,0
3973,7.35,26.39,0.285,-0.643,0.649,0
3974,11.4,165.05,1.481,-1.386,-1.633,0
3975,21.75,44.1,0.703,0.676,1.389,0
3976,14.42,76.12,1.167,0.005,-0.74,0
3977,19.85,7.85,-0.489,-0.616,0.449,0
3978,4.62,8.97,-1.145,0.571,0.819,0
3979,18.25,553.67,0.157,0.117,0.055,0
3980,14.71,28.9,1.013,2.434,1.047,0
3981,13.33,27.22,-0.909,-1.792,0.492,0
3982,15.4,15.75,2.491,0.584,-0.98,0
3983,16.13,55.6,0.378,-1.722,-1.372,0
3984,18.87,94.05,-2.792,-0.21,0.725,0
3985,7.67,55.7,1.696,0.05,-1.334,0
3986,19.52,34.07,0.182,-0.536,0.885,0
3987,13.86,158.79,-2.077,-0.94,1.75,0
3988,20.21,55.26,-1.283,-2.551,0.061,0
3989,20.78,36.38,2.209,1.5,1.144,0
3990,14.26,772.39,-1.995,-0.669,-0.77,0
3991,19.63,57.45,1.94,0.38,-1.867,0
3992,18.63,7.64,-0.598,-1.925,-0.025,0
3993,2.07,100.05,-0.943,-0.145,-2.613,0
3994,8.87,15.69,-0.152,-0.264,1.324,0
3995,15.59,9.09,0.359,-0.907,0.659,0
3996,12.2,16.25,0.761,0.962,-3.575,0
3997,13.35,12.42,0.974,0.581,0.821,0
3998,8.1,250.15,-1.325,-1.623,1.886,0
3999,22.18,713.72,-0.236,0.875,0.584,0
4000,10.33,20.11,0.43,-3.223,-0.1,0
4001,16.14,24.8,0.135,0.446,1.004,0
4002,5.07,131.96,-0.308,0.552,-1.705,0
4003,16.95,471.13,-1.53,0.439,-0.952,0
4004,11.28,104.49,0.422,0.034,-0.386,0
4005,21.66,24.87,1.062,-1.896,-0.238,0
4006,8.95,14.43,-1.158,-0.555,-2.067,0
4007,3.68,57.49,-0.799,2.037,3.374,0
4008,5.42,57.59,0.343,0.149,2.078,0
4009,14.77,11.36,0.53,0.663,0.834,0
4010,14.51,10.03,-0.972,0.837,-0.127,0
4011,11.08,56.51,2.365,1.603,-0.847,0
4012,17.43,673.25,0.438,-0.804,-1.718,0
4013,11.58,19.32,-0.8,-0.481,0.973,0
4014,7.41,57.89,1.707,0.137,0.654,0
4015,10.08,48.51,-1.682,0.725,1.531,0
4016,13.53,25.0,-1.663,2.493,-1.618,0
4017,7.35,8.69,1.346,-0.545,-0.311,0
4018,15.33,85.72,0.654,-0.227,0.511,0
4019,15.93,30.42,-0.02,-0.232,1.589,0
4020,15.72,79.33,-1.027,1.516,-1.248,0
4021,15.28,144.62,-0.74,-0.117,-2.193,0
4022,15.93,72.75,-1.665,-0.113,1.261,0
4023,18.42,16.67,-1.53,-0.729,2.846,0
4024,11.62,170.02,-0.406,-0.376,-1.349,0
4025,19.92,64.01,-0.773,-1.614,-2.966,0
4026,14.46,50.67,-1.788,1.107,-1.666,0
4027,13.4,46.83,-1.753,-0.236,-1.15,0
4028,17.65,16.87,-0.806,2.069,-0.648,0
4029,13.76,182.1,-0.669,-1.202,0.256,0
4030,14.88,184.21,-0.631,-0.894,3.851,0
4031,10.62,62.66,-0.433,-0.784,-1.054,0
4032,18.12,27.85,-1.859,-1.512,1.831,0
4033,21.04,81.9,-0.211,0.686,-1.285,0
4034,3.08,25.58,-2.035,-0.362,2.792,0
4035,7.66,106.28,0.779,1.133,3.08,0
4036,6.03,52.35,-0.904,-1.117,-1.279,0
4037,14.17,393.66,-2.165,0.163,0.52,0
4038,12.76,33.56,0.56,1.554,0.585,0
4039,8.77,172.06,1.502,-2.547,1.855,1
4040,14.36,69.31,-0.655,-0.76,-2.06,0
4041,9.64,117.3,-2.457,-0.054,-0.661,0
4042,14.86,30.1,0.87,1.017,2.209,0
4043,23.96,21.48,0.703,-0.61,0.134,0
4044,17.19,37.62,-1.96,0.233,0.04,0
4045,18.35,90.5,-0.252,-1.702,-0.769,0
4046,14.2,78.97,-1.718,0.441,0.931,0
4047,21.1,104.69,0.934,2.488,-1.679,0
4048,10.04,106.7,-1.584,-1.659,-1.892,0
4049,7.47,18.11,0.055,0.629,-0.114,0
4050,10.36,44.78,-2.368,0.73,0.61,0
4051,10.14,7.0,-1.572,-1.235,-1.232,0
4052,7.24,11.8,-0.175,-0.087,-0.585,0
4053,2.35,65.28,-0.896,1.051,-0.878,0
4054,8.76,20.35,-0.176,-0.549,1.442,0
4055,23.16,137.96,-2.247,-1.232,-0.682,0
4056,2.21,12.07,-0.621,-0.743,-0.254,0
4057,15.45,125.57,0.992,-0.584,0.439,0
4058,15.67,90.06,-0.398,-0.433,-0.613,0
4059,17.58,14.8,-0.27,0.302,0.029,0
4060,15.51,58.92,0.894,-1.317,-0.092,0
4061,9.27,25.44,-1.384,-1.115,2.134,0
4062,6.02,32.29,-0.755,0.525,0.351,0
4063,4.97,67.15,0.372,0.422,0.112,0
4064,17.37,18.85,-1.46,-0.139,-1.634,0
4065,4.59,194.83,0.311,-1.135,1.744,0
4066,20.32,25.75,0.832,-0.193,-0.161,0
4067,18.39,13.88,2.605,0.126,-0.119,0
4068,19.85,20.32,1.238,-0.903,-0.394,0
4069,1.29,32.46,-1.776,-0.196,0.634,0
4070,10.41,168.65,-0.263,2.016,1.255,0
4071,13.71,21.74,0.178,-1.383,3.141,0
4072,13.53,34.53,-1.501,-0.905,-0.66,0
4073,17.55,10.54,-1.59,0.818,2.152,0
4074,0.34,40.64,-1.449,0.275,-0.781,0
4075,12.55,9.09,-0.339,0.499,2.325,0
4076,12.35,53.95,0.519,-0.408,-0.658,0
4077,14.0,56.49,1.005,0.319,0.94,0
4078,10.86,30.22,-0.342,-0.817,-0.011,0
4079,13.72,97.64,-0.032,-1.529,0.48,0
4080,3.08,72.35,0.945,1.581,2.666,0
4081,11.11,196.78,2.964,-0.099,0.656,0
4082,19.84,8.45,0.778,-1.236,1.992,0
4083,3.48,66.45,-0.125,-1.642,0.332,0
4084,11.52,31.97,3.637,1.866,0.759,0
4085,10.93,171.27,-0.345,-1.243,-1.309,0
4086,4.34,163.19,-0.456,-0.821,-0.93,0
4087,11.46,192.49,-2.16,0.021,3.043,0
4088,16.68,18.46,-0.819,-0.334,2.075,0
4089,1.86,214.81,-2.197,-0.431,-1.66,0
4090,4.18,3.72,1.079,-1.961,0.518,0
4091,4.44,38.88,-0.364,0.223,1.844,0
4092,22.6,21.46,-1.505,0.822,-1.619,0
4093,8.82,38.66,-0.46,-0.733,1.864,0
4094,14.44,30.37,-2.338,0.941,0.567,0
4095,5.31,58.82,2.764,0.738,0.232,0
4096,5.21,460.1,-1.353,0.932,-1.448,0
4097,1.98,35.16,0.469,0.664,-0.333,0
4098,18.56,178.7,-1.661,1.783,0.747,0
4099,17.24,23.49,-0.404,0.103,-0.657,0
4100,21.27,7.22,-2.53,1.018,-1.611,0
4101,19.5,25.39,-0.731,-0.142,-1.344,0
4102,8.83,63.5,1.31,0.039,-1.375,0
4103,18.56,35.7,-0.619,0.903,1.169,0
4104,15.42,548.45,-0.509,-0.418,1.033,0
4105,22.23,4.52,2.951,-2.311,-1.574,0
4106,16.01,13.06,-0.033,-0.427,0.806,0
4107,1.89,113.66,0.701,-0.748,0.287,0
4108,9.12,10.77,3.129,-0.522,-0.766,0
4109,16.6,14.83,-2.427,0.678,-1.569,0
4110,19.23,32.68,-0.591,-0.855,0.826,0
4111,16.79,13.44,-2.71,-0.054,0.952,0
4112,13.45,5.04,-2.09,1.982,-0.767,0
4113,14.83,180.98,0.714,-0.691,2.372,0
4114,14.29,753.7,-1.38,0.148,0.042,0
4115,11.69,275.31,1.075,-1.237,0.512,0
4116,5.48,37.23,-0.849,-1.086,-1.107,0
4117,9.64,98.89,-1.742,-1.476,-1.418,0
4118,14.17,8.79,-0.299,-0.919,-0.934,0
4119,10.41,22.21,1.175,-1.345,-1.262,0
4120,20.99,17.16,-0.776,-0.78,-1.175,0
4121,16.14,167.35,-0.693,-1.704,0.341,0
4122,23.65,7.98,-1.359,-0.145,0.749,0
4123,1.3,52.86,1.806,-0.916,-0.806,0
4124,21.25,28.06,-0.109,0.582,-2.171,0
4125,19.08,40.89,-1.192,0.745,0.089,0
4126,4.37,48.39,-0.9,1.166,-0.02,0
4127,11.97,150.22,0.422,-1.663,-0.62,0
4128,23.46,77.44,1.349,-0.808,-1.065,0
4129,1.87,32.58,3.496,0.622,-0.356,0
4130,14.85,66.86,0.64,-0.753,-1.615,0
4131,21.99,41.68,0.27,-0.095,-1.801,0
4132,6.09,92.96,1.317,-0.248,0.501,0
4133,17.8,55.26,2.131,-0.916,0.279,0
4134,17.74,56.26,-0.864,-0.597,1.82,0
4135,18.43,12.16,-0.6,0.457,0.129,0
4136,16.38,108.29,-0.429,-0.01,-0.267,0
4137,15.53,53.59,0.142,1.168,-2.485,0
4138,5.41,20.43,-0.85,0.347,-1.484,0
4139,6.46,232.19,0.392,2.271,2.497,0
4140,12.11,65.53,-0.166,-1.007,-0.291,0
4141,9.6,38.82,-1.207,0.501,-0.006,0
4142,6.33,7.76,-2.092,1.12,-0.636,0
4143,18.26,80.29,-1.381,0.207,-0.134,0
4144,19.79,56.99,-0.409,0.793,-3.305,0
4145,20.73,5.34,-0.124,-2.05,-1.28,0
4146,7.07,20.5,0.791,-1.235,-0.584,0
4147,10.34,9.85,0.529,1.428,3.911,0
4148,19.31,10.51,-0.384,0.533,-2.198,0
4149,16.02,17.03,-1.385,0.406,1.21,0
4150,16.81,55.12,1.461,-0.556,2.53,0
4151,12.94,19.84,-1.611,1.202,1.72,0
4152,20.85,47.07,1.493,-0.622,1.683,0
4153,12.21,388.23,-1.246,-0.022,-1.309,0
4154,21.66,7.97,-1.374,-0.38,-0.427,0
4155,0.35,8.91,0.616,1.634,-1.381,0
4156,6.05,40.27,-0.385,-1.404,1.619,0
4157,10.2,24.1,-0.232,-0.869,-0.287,0
4158,13.23,24.08,-1.154,0.819,0.962,0
4159,21.04,217.97,0.648,0.921,2.517,0
4160,14.11,89.16,-0.627,-2.121,0.428,0
4161,4.86,23.18,-0.15,0.057,1.621,0
4162,12.27,174.21,1.091,-1.759,-0.947,0
4163,8.81,20.05,-0.751,2.27,-0.251,0
4164,13.16,158.04,-1.68,2.038,3.771,0
4165,2.94,40.09,0.725,0.175,1.105,0
4166,9.74,65.88,0.987,0.67,-0.745,0
4167,18.58,36.9,-2.127,-0.359,2.371,0
4168,16.1,32.6,-1.518,-0.133,-0.038,0
4169,0.54,35.18,0.771,0.236,0.206,0
4170,5.59,24.32,-1.007,1.029,1.635,0
4171,0.83,1091.59,1.979,-2.618,1.105,1
4172,14.94,86.5,-0.982,1.065,-0.35,0
4173,12.4,11.74,0.732,-1.179,0.528,0
4174,15.35,49.15,-0.141,0.964,-0.927,0
4175,15.1,20.82,-1.812,-1.366,0.192,0
4176,18.66,78.72,-1.419,-0.81,0.513,0
4177,7.32,495.12,2.632,0.645,1.119,0
4178,19.82,23.44,0.102,2.021,0.272,0
4179,8.46,158.0,-1.959,0.278,1.678,0
4180,10.0,21.25,0.104,-0.11,-0.746,0
4181,13.48,23.59,1.542,-1.168,-0.684,0
4182,18.5,123.7,1.128,0.376,-0.56,0
4183,8.43,60.44,-0.95,1.427,0.774,0
4184,14.87,34.73,0.39,1.542,-0.153,0
4185,18.65,40.58,-2.679,0.584,1.341,0
4186,4.07,31.98,-2.444,-0.284,0.843,0
4187,11.44,29.71,-2.345,-0.858,2.696,0
4188,11.44,277.46,0.308,1.283,-0.504,0
4189,19.98,7.13,-0.992,-0.727,-0.992,0
4190,22.87,169.88,0.681,1.202,0.132,0
4191,15.95,149.57,1.398,0.373,-1.873,0
4192,9.87,20.84,0.159,-0.117,-0.768,0
4193,13.88,14.2,-0.66,0.45,-3.056,0
4194,0.84,16.24,0.289,0.608,-0.246,0
4195,17.4,180.95,1.451,-1.188,-2.273,0
4196,22.17,38.12,-1.063,-0.65,2.075,0
4197,2.73,45.96,-1.995,-1.613,-1.374,0
4198,12.53,37.49,0.065,1.297,-0.06,0
4199,1.2,48.8,1.287,-1.005,3.22,0
4200,10.18,45.19,1.453,0.22,2.243,0
4201,15.23,9.13,-1.276,0.415,-1.061,0
4202,18.44,21.2,1.325,0.273,-2.362,0
4203,13.42,18.53,0.035,-2.789,-0.141,0
4204,10.99,228.86,0.846,0.608,-2.626,0
4205,21.36,24.42,0.581,-1.174,-2.552,0
4206,5.81,4.2,-1.941,-0.399,-1.8,0
4207,14.8,43.62,-0.364,-0.531,-2.527,0
4208,14.16,35.67,-0.84,0.53,-1.724,0
4209,4.35,300.92,1.948,0.461,2.458,1
4210,13.42,23.14,0.562,0.207,0.955,0
4211,7.42,51.43,3.009,-0.924,-1.428,0
4212,6.51,18.35,-0.608,0.586,0.034,0
4213,16.02,13.97,1.198,0.227,-0.026,0
4214,18.38,17.46,0.168,0.135,1.69,0
4215,4.83,58.33,1.489,-0.316,1.084,0
4216,7.68,45.46,2.609,0.034,0.393,0
4217,18.19,15.89,1.364,-1.087,-1.012,0
4218,5.27,79.99,-0.353,-0.251,-0.931,0
4219,11.65,42.74,-1.534,-0.926,-0.069,0
4220,8.31,109.21,-1.722,0.833,-0.084,0
4221,12.35,7.81,2.793,0.708,-2.139,0
4222,20.47,23.46,-1.61,-0.753,1.488,0
4223,9.55,37.96,1.379,-2.106,-1.366,0
4224,19.13,9.64,-2.033,0.12,1.466,0
4225,17.34,407.82,1.044,-1.127,0.267,0
4226,20.15,371.85,-0.356,0.692,0.23,0
4227,13.08,69.05,1.884,0.23,-1.342,0
4228,18.84,17.29,-1.191,0.208,0.135,0
4229,20.62,10.89,0.739,-1.672,-1.422,0
4230,21.74,132.02,-1.074,-0.655,1.45,0
4231,6.97,19.4,-1.038,-0.597,-0.427,0
4232,13.01,11.61,1.003,-1.15,-1.3,0
4233,22.51,150.84,-1.04,0.366,-0.432,0
4234,15.3,43.12,3.168,0.432,-0.513,0
4235,16.76,19.93,-0.214,-0.011,-0.023,0
4236,5.82,28.2,-1.307,0.175,0.291,0
4237,21.45,17.23,2.877,-0.02,-2.059,0
4238,13.24,276.12,-3.464,-0.381,-0.946,0
4239,5.37,39.65,0.746,0.397,2.118,0
4240,19.44,11.9,0.708,1.473,1.164,0
4241,15.95,86.64,1.298,1.345,-2.611,0
4242,12.03,25.11,2.889,-1.219,2.627,0
4243,20.44,72.87,-0.212,0.176,-0.601,0
4244,13.21,38.28,0.615,1.037,2.311,0
4245,13.22,11.84,-1.846,-1.396,1.141,0
4246,8.54,49.9,-1.332,-0.399,-1.857,0
4247,9.76,102.48,-0.346,-1.243,-1.245,0
4248,1.15,177.85,-0.321,0.213,-0.212,0
4249,13.81,46.59,1.093,1.495,-0.259,0
4250,19.36,42.53,-0.462,0.395,0.032,0
4251,8.48,28.09,-2.076,-0.549,0.91,0
4252,3.9,41.52,0.128,0.963,-1.27,0
4253,15.96,64.9,0.023,-2.793,0.141,0
4254,12.44,24.54,-0.578,-0.224,-0.547,0
4255,14.64,126.73,1.186,0.609,-1.391,0
4256,18.73,94.9,-2.141,-0.074,1.882,0
4257,18.69,47.25,2.234,-0.06,0.001,0
4258,0.76,19.17,-1.04,0.725,-0.627,0
4259,7.73,33.9,1.009,0.911,0.39,0
4260,13.88,584.03,-1.799,0.921,-0.629,0
4261,21.92,115.81,2.097,0.419,-1.226,0
4262,0.28,18.69,0.703,0.741,-0.654,0
4263,9.56,86.66,0.46,0.207,-0.815,0
4264,5.3,60.86,-2.127,-0.658,-0.519,0
4265,12.21,42.89,-1.127,-2.467,-2.094,0
4266,12.83,18.07,0.079,-0.234,0.891,0
4267,3.64,62.6,0.006,0.697,-2.0,0
4268,3.66,12.05,2.106,1.916,-0.401,0
4269,22.48,389.56,-1.338,0.967,2.541,0
4270,4.68,127.65,-1.815,-1.165,-0.44,0
4271,16.94,44.97,-1.712,1.164,1.381,0
