Area_sqft,Bedrooms,Bathrooms,Age_years,Location,Price
1471.0,2,2.0,44.4,Suburb,216774.0
688.0,5,2.0,18.7,Suburb,163991.0
2237.0,1,2.0,39.1,Downtown,348338.0
1346.0,2,1.0,12.8,Downtown,241610.0
1448.0,3,,35.0,Downtown,268608.0
1404.0,5,1.0,5.0,Downtown,302477.0
1435.0,4,2.0,26.1,Downtown,288781.0
2406.0,2,2.0,17.8,Suburb,359752.0
2316.0,3,2.0,3.5,Suburb,356394.0
1827.0,4,1.0,42.3,Downtown,320543.0
1138.0,4,2.0,11.3,Downtown,272023.0
1800.0,2,4.0,42.3,Suburb,275548.0
1465.0,4,1.0,24.4,Suburb,248545.0
438.0,3,1.0,23.0,Downtown,155709.0
1342.0,5,2.0,33.1,Downtown,292017.0
1791.0,4,3.0,1.4,Downtown,367063.0
1302.0,2,2.0,34.7,Waterfront,302644.0
1506.0,2,1.0,20.6,Downtown,269126.0
2229.0,1,2.0,29.4,Suburb,341599.0
2283.0,4,4.0,17.7,Suburb,376206.0
676.0,5,,36.1,Downtown,190092.0
1926.0,2,2.0,39.8,Waterfront,344707.0
1794.0,3,2.0,14.9,Waterfront,385602.0
1934.0,3,2.0,12.8,Downtown,331053.0
1425.0,2,3.0,9.5,Waterfront,345896.0
1841.0,5,3.0,37.4,Rural,271749.0
542.0,3,3.0,4.4,Rural,143438.0
1515.0,4,1.0,24.6,Suburb,263789.0
2110.0,3,1.0,37.7,Suburb,338299.0
1001.0,4,4.0,6.2,Waterfront,265176.0
1421.0,4,2.0,1.5,Waterfront,335437.0
1293.0,3,3.0,20.4,Suburb,206142.0
1807.0,2,2.0,9.1,Suburb,291662.0
2325.0,2,,33.2,Suburb,321262.0
1451.0,5,1.0,29.8,Suburb,240122.0
2802.0,3,2.0,28.4,Suburb,400901.0
1400.0,2,2.0,14.8,Suburb,214681.0
2179.0,3,1.0,18.8,Downtown,386229.0
2013.0,3,2.0,39.0,Downtown,337637.0
1062.0,4,2.0,36.5,Suburb,181500.0
1195.0,3,2.0,40.6,Waterfront,286150.0
1739.0,2,2.0,3.5,Suburb,302802.0
1101.0,3,3.0,19.9,Suburb,225547.0
910.0,2,3.0,25.6,Suburb,173941.0
1547.0,5,2.0,8.1,Downtown,315548.0
866.0,3,1.0,39.7,Downtown,212913.0
1622.0,4,3.0,1.3,Downtown,356987.0
1437.0,3,2.0,24.8,Downtown,272612.0
1992.0,4,1.0,8.7,Suburb,312126.0
2279.0,1,1.0,34.6,Rural,287371.0
739.0,3,2.0,39.0,Suburb,131406.0
1494.0,4,2.0,27.1,Suburb,253983.0
2114.0,3,3.0,23.7,Rural,312150.0
3147.0,2,3.0,19.1,Suburb,450519.0
1722.0,2,2.0,43.7,Suburb,267452.0
1810.0,3,2.0,24.7,Suburb,291362.0
1362.0,4,2.0,11.6,Suburb,285852.0
3022.0,3,3.0,43.1,Suburb,436842.0
1485.0,3,4.0,13.2,Suburb,266854.0
1988.0,3,1.0,40.8,Downtown,322219.0
2180.0,2,4.0,26.4,Suburb,325718.0
968.0,2,2.0,3.5,Rural,183068.0
917.0,3,2.0,0.3,Rural,154532.0
970.0,3,2.0,2.0,Suburb,224362.0
1680.0,3,3.0,41.2,Suburb,277872.0
2099.0,3,4.0,4.1,Suburb,358949.0
1246.0,4,4.0,25.1,Suburb,225545.0
2708.0,5,4.0,25.1,Rural,390551.0
1281.0,3,2.0,9.9,Suburb,234048.0
1841.0,3,1.0,32.4,Rural,261495.0
1559.0,3,1.0,1.3,Downtown,303948.0
1069.0,4,1.0,22.2,Downtown,237922.0
1445.0,3,2.0,26.6,Suburb,248258.0
1594.0,3,1.0,13.6,Downtown,310654.0
882.0,1,1.0,18.1,Suburb,156663.0
1599.0,2,1.0,31.6,Suburb,244024.0
1096.0,2,3.0,36.3,Suburb,216142.0
2185.0,2,1.0,8.5,Downtown,396773.0
1029.0,4,2.0,42.2,Suburb,188625.0
1017.0,3,2.0,36.6,Suburb,179356.0
1127.0,4,2.0,25.5,Downtown,272549.0
1858.0,2,3.0,35.3,Rural,260143.0
2382.0,3,2.0,0.2,Suburb,385669.0
981.0,2,1.0,33.0,Waterfront,248511.0
2010.0,2,3.0,4.6,Suburb,345958.0
2072.0,3,3.0,42.0,Downtown,341308.0
1457.0,3,1.0,20.6,Rural,196333.0
2042.0,3,1.0,24.6,Rural,274964.0
1985.0,5,3.0,24.9,Suburb,340932.0
1384.0,2,4.0,42.8,Rural,212309.0
538.0,2,4.0,22.6,Downtown,168839.0
1724.0,3,2.0,41.4,Rural,233720.0
1443.0,1,3.0,27.1,Suburb,248410.0
1751.0,4,1.0,15.8,Suburb,269661.0
1972.0,4,4.0,2.7,Suburb,327045.0
2799.0,4,1.0,20.3,Rural,404367.0
1501.0,5,4.0,27.6,Suburb,282472.0
2244.0,5,1.0,15.2,Suburb,339655.0
1829.0,2,2.0,38.7,Suburb,271801.0
1412.0,4,1.0,31.4,Waterfront,323507.0
1174.0,4,1.0,30.2,Suburb,202211.0
934.0,3,3.0,41.6,Suburb,164471.0
581.0,3,3.0,27.2,Waterfront,195184.0
1944.0,1,2.0,19.8,Suburb,278847.0
2005.0,2,1.0,10.3,Suburb,311723.0
1279.0,5,4.0,19.0,Downtown,289719.0
2157.0,3,3.0,42.4,Downtown,364210.0
1774.0,3,3.0,22.5,Downtown,340807.0
1680.0,2,2.0,41.1,Suburb,234848.0
1250.0,3,2.0,25.8,Suburb,243254.0
1315.0,3,1.0,2.5,Rural,220134.0
2116.0,3,2.0,30.3,Rural,282370.0
1976.0,2,2.0,35.1,Suburb,285657.0
1601.0,2,4.0,29.4,Waterfront,311437.0
2217.0,3,4.0,28.7,Waterfront,438242.0
1984.0,3,2.0,19.1,Rural,336141.0
1015.0,5,2.0,7.3,Downtown,284651.0
2529.0,5,2.0,43.7,Suburb,401276.0
1700.0,3,2.0,41.6,Suburb,253476.0
2879.0,5,2.0,14.1,Waterfront,531981.0
1316.0,2,1.0,41.7,Waterfront,285481.0
592.0,4,2.0,38.0,Suburb,138347.0
2121.0,3,2.0,24.0,Downtown,350211.0
2748.0,4,1.0,20.8,Suburb,418932.0
1642.0,4,2.0,30.4,Waterfront,336181.0
1893.0,3,,23.5,Suburb,285973.0
2976.0,3,4.0,32.9,Suburb,435511.0
2353.0,3,2.0,34.6,Downtown,389281.0
2212.0,3,2.0,22.8,Waterfront,404244.0
1526.0,3,1.0,43.3,Suburb,217153.0
1429.0,2,1.0,30.0,Suburb,213424.0
1080.0,4,3.0,4.3,Rural,201066.0
1210.0,3,2.0,17.8,Suburb,229245.0
1737.0,4,2.0,15.9,Waterfront,377704.0
2077.0,3,2.0,43.2,Waterfront,362771.0
2839.0,3,3.0,6.9,Downtown,448725.0
2657.0,2,3.0,31.0,Downtown,412579.0
1957.0,4,2.0,37.0,Suburb,302249.0
1919.0,3,3.0,35.1,Waterfront,383181.0
2061.0,3,4.0,4.3,Rural,310142.0
1745.0,3,4.0,5.8,Downtown,334999.0
2679.0,3,1.0,41.9,Downtown,418648.0
1451.0,2,4.0,18.8,Suburb,264831.0
1645.0,2,1.0,20.2,Waterfront,295603.0
1018.0,3,2.0,26.6,Suburb,197113.0
1052.0,1,2.0,43.7,Suburb,191770.0
2043.0,3,2.0,6.4,Suburb,342152.0
2364.0,3,1.0,24.7,Suburb,328217.0
2308.0,3,1.0,4.4,Waterfront,422232.0
2334.0,5,3.0,26.3,Suburb,368963.0
1282.0,3,2.0,21.4,Downtown,263453.0
2831.0,3,3.0,32.4,Rural,375072.0
2109.0,5,2.0,43.6,Downtown,351016.0
1622.0,2,1.0,21.7,Suburb,250592.0
1817.0,5,2.0,42.4,Suburb,278625.0
1342.0,2,2.0,25.5,Suburb,230873.0
1406.0,3,3.0,28.5,Downtown,274324.0
1954.0,3,2.0,43.3,Waterfront,348512.0
1599.0,3,3.0,31.5,Suburb,247598.0
1911.0,4,3.0,39.5,Downtown,349811.0
1917.0,3,1.0,12.0,Rural,275450.0
931.0,2,2.0,9.2,Downtown,221570.0
2523.0,3,2.0,29.7,Suburb,341568.0
2942.0,5,2.0,39.2,Suburb,462122.0
1431.0,4,2.0,37.8,Downtown,292742.0
2071.0,2,2.0,31.1,Suburb,293380.0
2358.0,3,2.0,16.3,Suburb,347677.0
1826.0,4,2.0,15.7,Rural,261271.0
1931.0,5,2.0,28.4,Suburb,306727.0
1443.0,3,2.0,7.8,Suburb,250102.0
1556.0,3,2.0,44.4,Waterfront,310441.0
1974.0,2,1.0,17.7,Rural,296586.0
2524.0,3,2.0,7.7,Suburb,375981.0
1904.0,2,3.0,0.4,Suburb,331674.0
2374.0,3,2.0,38.5,Downtown,383130.0
1995.0,4,2.0,2.5,Waterfront,408577.0
1755.0,3,2.0,19.8,Rural,238429.0
2280.0,2,3.0,38.6,Downtown,349252.0
2111.0,3,3.0,43.6,Suburb,301003.0
2473.0,4,2.0,21.1,Suburb,364898.0
2659.0,2,2.0,32.9,Rural,334398.0
2103.0,2,4.0,2.9,Downtown,386977.0
2107.0,2,2.0,31.9,Downtown,361074.0
2395.0,3,2.0,9.1,Waterfront,422771.0
1594.0,4,2.0,23.7,Downtown,323338.0
1709.0,3,2.0,6.2,Downtown,337892.0
2327.0,4,2.0,29.3,Downtown,378835.0
1207.0,2,2.0,12.2,Suburb,248893.0
911.0,4,4.0,0.9,Downtown,253869.0
1331.0,3,1.0,17.3,Suburb,225783.0
2167.0,3,3.0,16.0,Downtown,404329.0
1966.0,3,3.0,16.9,Suburb,313577.0
1777.0,2,1.0,30.3,Downtown,298358.0
1807.0,4,2.0,23.7,Suburb,299061.0
1277.0,3,2.0,28.5,Suburb,201298.0
1806.0,4,4.0,6.4,Suburb,328285.0
1463.0,5,1.0,44.3,Suburb,225831.0
2333.0,4,2.0,9.2,Downtown,424109.0
1808.0,2,2.0,1.2,Suburb,309027.0
2187.0,3,3.0,22.4,Rural,299760.0
2075.0,2,2.0,32.9,Suburb,318286.0
1756.0,3,1.0,9.8,Suburb,288866.0
1588.0,4,2.0,38.5,Downtown,300954.0
1493.0,2,2.0,1.0,Rural,241710.0
2140.0,5,2.0,1.1,Downtown,405846.0
2159.0,2,2.0,27.4,Downtown,371512.0
1296.0,3,2.0,26.6,Downtown,274421.0
1625.0,3,4.0,27.2,Suburb,272810.0
1965.0,4,4.0,26.2,Suburb,310469.0
1843.0,1,2.0,4.0,Suburb,295404.0
2333.0,2,1.0,7.7,Waterfront,440716.0
1904.0,4,2.0,37.5,Rural,300534.0
2541.0,4,1.0,37.2,Downtown,395893.0
1453.0,4,3.0,37.3,Suburb,237373.0
2104.0,3,3.0,10.8,Waterfront,407659.0
1652.0,5,2.0,38.4,Waterfront,351668.0
1317.0,3,2.0,6.1,Rural,208391.0
400.0,4,2.0,31.5,Downtown,164312.0
1629.0,3,2.0,43.8,Rural,214609.0
1814.0,3,,21.0,Suburb,286982.0
2021.0,2,4.0,41.5,Rural,289352.0
2422.0,2,3.0,3.3,Suburb,394666.0
1976.0,4,1.0,28.9,Suburb,303614.0
1633.0,4,3.0,19.4,Suburb,279203.0
1288.0,3,1.0,38.0,Rural,176402.0
1526.0,4,2.0,28.1,Rural,231406.0
1954.0,4,2.0,24.7,Downtown,337428.0
875.0,4,1.0,34.0,Downtown,182369.0
1081.0,2,3.0,1.3,Suburb,231811.0
1733.0,2,2.0,32.5,Suburb,251271.0
2552.0,3,4.0,15.4,Downtown,419208.0
1843.0,4,3.0,10.4,Suburb,315220.0
2206.0,2,2.0,19.7,Downtown,375754.0
1631.0,3,1.0,10.1,Downtown,265354.0
1167.0,4,2.0,13.1,Suburb,222378.0
1479.0,2,3.0,10.1,Rural,230920.0
2072.0,2,2.0,24.0,Suburb,303297.0
1486.0,2,2.0,40.7,Downtown,255724.0
1778.0,1,4.0,6.2,Suburb,321509.0
1905.0,3,2.0,37.5,Waterfront,372647.0
2850.0,3,2.0,34.2,Waterfront,450196.0
2539.0,2,1.0,5.3,Suburb,367265.0
790.0,2,2.0,28.2,Downtown,190529.0
1080.0,3,2.0,32.7,Suburb,208343.0
2176.0,3,1.0,2.8,Suburb,345722.0
1737.0,4,4.0,8.2,Downtown,359952.0
2037.0,5,2.0,4.2,Waterfront,415258.0
2141.0,3,2.0,25.6,Rural,307438.0
2393.0,1,4.0,26.0,Rural,313032.0
557.0,4,3.0,16.4,Rural,98367.0
1209.0,3,2.0,5.8,Suburb,234595.0
531.0,3,2.0,19.1,Rural,98603.0
2560.0,3,2.0,12.8,Suburb,384949.0
1807.0,2,3.0,5.9,Waterfront,375837.0
1545.0,3,1.0,24.8,Suburb,249035.0
1781.0,4,2.0,33.0,Suburb,276418.0
2215.0,4,2.0,42.7,Rural,281474.0
1874.0,4,,11.8,Suburb,323649.0
936.0,4,2.0,9.9,Downtown,250490.0
2058.0,2,3.0,33.9,Rural,282362.0
2410.0,3,2.0,23.2,Rural,334449.0
1549.0,3,3.0,2.1,Downtown,307219.0
1911.0,3,3.0,39.2,Downtown,317339.0
1228.0,2,2.0,13.8,Suburb,224245.0
2678.0,2,1.0,18.4,Waterfront,457125.0
1152.0,2,2.0,42.6,Suburb,187415.0
1530.0,2,2.0,43.1,Suburb,258106.0
1821.0,4,2.0,19.3,Rural,271119.0
1879.0,3,3.0,24.0,Waterfront,375000.0
2017.0,5,1.0,20.3,Downtown,359968.0
1099.0,3,3.0,38.0,Waterfront,258520.0
2021.0,5,1.0,20.5,Waterfront,410457.0
1407.0,4,2.0,27.4,Downtown,270986.0
1749.0,3,4.0,38.2,Downtown,312695.0
1950.0,4,1.0,7.4,Downtown,365358.0
1342.0,3,2.0,5.0,Rural,219249.0
400.0,2,3.0,25.6,Rural,106899.0
2551.0,3,4.0,19.3,Suburb,398732.0
1670.0,3,2.0,31.1,Suburb,280813.0
1326.0,2,2.0,42.0,Waterfront,294186.0
2531.0,5,2.0,8.3,Suburb,406034.0
2535.0,4,2.0,36.4,Suburb,388353.0
1864.0,2,1.0,36.0,Suburb,282900.0
2608.0,1,3.0,38.9,Waterfront,422982.0
2009.0,3,2.0,9.8,Rural,286090.0
1531.0,2,1.0,18.6,Downtown,288769.0
1548.0,3,3.0,5.8,Downtown,313462.0
2333.0,3,3.0,5.1,Suburb,396230.0
1776.0,1,2.0,28.3,Suburb,251054.0
1327.0,3,1.0,20.9,Suburb,207199.0
1903.0,5,2.0,43.2,Downtown,331412.0
2062.0,2,1.0,32.1,Rural,247050.0
1646.0,2,1.0,8.3,Suburb,286267.0
2012.0,4,1.0,20.4,Suburb,300887.0
2512.0,2,4.0,36.7,Suburb,347725.0
1814.0,3,3.0,22.3,Rural,283142.0
2471.0,4,3.0,42.6,Suburb,385445.0
1882.0,2,1.0,39.7,Suburb,275849.0
2223.0,2,3.0,36.5,Suburb,353981.0
1753.0,4,3.0,25.5,Suburb,293363.0
1791.0,2,3.0,21.2,Suburb,297117.0
1066.0,1,2.0,20.3,Downtown,227557.0
1934.0,3,2.0,3.2,Rural,263606.0
400.0,3,2.0,41.7,Waterfront,180380.0
1320.0,3,4.0,1.0,Suburb,267539.0
1352.0,2,3.0,8.2,Suburb,257595.0
1350.0,3,3.0,15.9,Suburb,248106.0
2377.0,4,1.0,29.3,Rural,339620.0
1124.0,2,2.0,36.1,Suburb,192513.0
1779.0,2,2.0,1.5,Suburb,295548.0
1950.0,4,3.0,39.4,Suburb,299699.0
2200.0,2,2.0,7.8,Suburb,347598.0
2045.0,3,2.0,44.0,Suburb,310083.0
1962.0,4,2.0,18.8,Rural,291708.0
2030.0,3,2.0,42.3,Rural,276013.0
2740.0,3,2.0,21.7,Suburb,406007.0
1039.0,2,4.0,32.4,Downtown,228883.0
922.0,4,4.0,18.2,Suburb,189736.0
1790.0,4,3.0,26.2,Rural,293028.0
1833.0,3,2.0,12.6,Suburb,301658.0
2247.0,3,3.0,5.4,Rural,339157.0
1774.0,4,2.0,33.9,Rural,236603.0
2347.0,3,4.0,27.0,Waterfront,424536.0
687.0,4,1.0,20.9,Suburb,136700.0
1431.0,1,,15.6,Waterfront,336058.0
2053.0,3,2.0,21.1,Downtown,353204.0
1576.0,4,1.0,0.5,Waterfront,378881.0
2136.0,5,1.0,17.8,Waterfront,450425.0
1545.0,3,2.0,33.6,Downtown,281444.0
1521.0,5,2.0,23.5,Suburb,264220.0
2208.0,3,3.0,28.5,Downtown,394382.0
2164.0,3,4.0,16.5,Rural,344295.0
1664.0,3,2.0,30.5,Suburb,311465.0
2561.0,3,1.0,18.4,Downtown,399906.0
1553.0,4,2.0,38.0,Suburb,260641.0
1956.0,3,3.0,41.4,Suburb,341103.0
409.0,4,3.0,22.4,Suburb,138513.0
2199.0,4,1.0,31.0,Suburb,359449.0
2558.0,4,1.0,14.2,Rural,371753.0
2096.0,4,1.0,35.7,Downtown,346662.0
1389.0,3,2.0,0.1,Rural,210707.0
2322.0,2,2.0,36.4,Suburb,347576.0
1889.0,2,1.0,29.1,Suburb,257343.0
1345.0,2,4.0,44.0,Downtown,262461.0
1276.0,2,3.0,14.8,Suburb,235377.0
2029.0,3,1.0,19.7,Downtown,384676.0
1334.0,3,3.0,45.0,Downtown,253493.0
1391.0,3,3.0,33.5,Rural,199300.0
2360.0,2,3.0,31.0,Rural,302686.0
2201.0,3,1.0,15.7,Downtown,351350.0
2412.0,3,2.0,22.8,Downtown,406569.0
1505.0,1,3.0,8.9,Rural,250132.0
2037.0,2,,39.1,Suburb,295543.0
2898.0,2,3.0,17.2,Suburb,445409.0
1660.0,2,2.0,2.2,Rural,278824.0
1472.0,3,2.0,3.4,Downtown,292137.0
2178.0,4,2.0,21.2,Downtown,389907.0
2123.0,3,2.0,27.4,Suburb,345746.0
1060.0,2,2.0,27.8,Suburb,210382.0
2071.0,2,1.0,0.1,Rural,265965.0
2277.0,3,3.0,13.1,Rural,325349.0
1059.0,3,2.0,8.3,Rural,212652.0
845.0,4,3.0,2.2,Downtown,234846.0
1420.0,4,2.0,43.2,Suburb,241199.0
1837.0,2,2.0,17.2,Suburb,321170.0
1827.0,2,3.0,11.4,Suburb,304891.0
2097.0,3,2.0,9.9,Rural,300729.0
1233.0,2,3.0,24.1,Rural,192856.0
2632.0,5,4.0,35.6,Downtown,446002.0
2793.0,3,2.0,4.0,Waterfront,499005.0
2069.0,2,2.0,28.8,Downtown,346912.0
1575.0,2,1.0,6.0,Rural,232585.0
1534.0,4,3.0,5.7,Suburb,289135.0
1993.0,4,1.0,17.3,Suburb,329364.0
1861.0,2,3.0,35.6,Downtown,337395.0
1900.0,5,3.0,15.7,Downtown,367682.0
1446.0,2,1.0,40.3,Rural,180368.0
1805.0,2,4.0,26.8,Waterfront,343260.0
1461.0,2,1.0,16.6,Suburb,271204.0
1224.0,4,3.0,32.3,Rural,200627.0
1189.0,4,2.0,9.0,Suburb,254710.0
992.0,2,3.0,30.3,Downtown,224956.0
2227.0,3,1.0,26.7,Rural,286268.0
993.0,2,3.0,12.1,Suburb,205064.0
1595.0,2,4.0,7.1,Suburb,283741.0
1835.0,2,1.0,37.6,Rural,222694.0
2060.0,4,1.0,32.3,Rural,281264.0
1565.0,3,3.0,37.7,Suburb,258016.0
2199.0,4,3.0,20.8,Suburb,342537.0
1579.0,4,2.0,15.0,Downtown,334409.0
1597.0,1,1.0,0.1,Suburb,288870.0
1465.0,3,3.0,0.2,Downtown,308511.0
1166.0,4,2.0,43.5,Downtown,236020.0
1484.0,3,3.0,5.6,Downtown,319440.0
1661.0,4,4.0,33.0,Downtown,311181.0
1826.0,5,4.0,12.1,Suburb,306023.0
2694.0,3,2.0,16.9,Suburb,407206.0
881.0,4,1.0,4.9,Suburb,211563.0
1474.0,3,2.0,12.2,Rural,233532.0
1285.0,3,4.0,20.2,Suburb,286367.0
2137.0,2,3.0,43.1,Suburb,311360.0
2267.0,3,3.0,36.5,Downtown,418357.0
1567.0,2,2.0,39.8,Rural,222638.0
1348.0,2,4.0,1.5,Suburb,242610.0
2257.0,2,2.0,14.9,Downtown,374537.0
1798.0,2,2.0,10.6,Suburb,296196.0
857.0,3,2.0,3.1,Suburb,171817.0
1392.0,2,2.0,37.1,Downtown,269527.0
1831.0,2,1.0,0.7,Downtown,352801.0
1274.0,3,3.0,41.8,Downtown,245391.0
3201.0,3,2.0,8.9,Downtown,516925.0
1250.0,3,2.0,32.3,Downtown,235095.0
1669.0,3,3.0,7.7,Downtown,323802.0
1851.0,1,1.0,9.0,Downtown,286446.0
1870.0,4,2.0,24.0,Downtown,336556.0
1247.0,2,2.0,23.8,Downtown,256970.0
1491.0,3,2.0,6.0,Downtown,325985.0
1920.0,4,2.0,41.4,Downtown,322571.0
2116.0,4,2.0,27.9,Suburb,321777.0
2125.0,4,2.0,30.7,Rural,303091.0
1808.0,4,3.0,14.8,Downtown,332646.0
1631.0,3,,18.2,Rural,268838.0
1850.0,2,2.0,7.2,Downtown,346590.0
1570.0,4,2.0,5.6,Suburb,293529.0
1049.0,4,2.0,20.1,Suburb,201314.0
1169.0,5,1.0,43.7,Downtown,237344.0
2084.0,4,4.0,6.5,Waterfront,419481.0
1487.0,3,3.0,36.8,Suburb,258005.0
1588.0,3,3.0,44.9,Downtown,307841.0
2154.0,4,2.0,23.5,Downtown,376499.0
1556.0,2,3.0,26.9,Suburb,288331.0
1460.0,4,4.0,24.8,Suburb,271366.0
2406.0,4,2.0,40.5,Downtown,387510.0
1474.0,4,2.0,7.8,Waterfront,360718.0
894.0,2,3.0,25.8,Downtown,220497.0
1431.0,3,3.0,24.1,Rural,240068.0
1821.0,4,3.0,3.2,Suburb,318956.0
2649.0,4,2.0,40.6,Suburb,371011.0
1852.0,1,1.0,2.0,Downtown,335742.0
2184.0,2,1.0,2.4,Downtown,387895.0
1125.0,4,3.0,42.9,Rural,168604.0
2196.0,3,1.0,7.8,Rural,327698.0
706.0,5,1.0,43.6,Rural,102166.0
2309.0,1,2.0,1.7,Downtown,388244.0
2134.0,3,2.0,13.0,Waterfront,401555.0
2978.0,2,2.0,14.7,Suburb,423650.0
1910.0,3,2.0,32.5,Downtown,337461.0
2140.0,4,3.0,5.4,Rural,342566.0
1679.0,3,2.0,5.9,Suburb,296903.0
1391.0,1,1.0,3.8,Waterfront,303957.0
1897.0,4,3.0,5.2,Suburb,343845.0
2365.0,3,2.0,36.4,Rural,337759.0
1112.0,4,2.0,27.0,Downtown,243858.0
2099.0,2,2.0,40.4,Downtown,331232.0
2716.0,2,3.0,44.2,Rural,349398.0
1048.0,2,2.0,32.9,Suburb,165019.0
807.0,5,2.0,14.9,Downtown,237692.0
1202.0,3,3.0,9.5,Downtown,287491.0
680.0,5,2.0,25.1,Downtown,186276.0
2330.0,1,2.0,7.9,Rural,327147.0
1624.0,3,2.0,21.3,Downtown,314123.0
1260.0,5,2.0,17.0,Suburb,254965.0
814.0,4,2.0,22.6,Rural,155362.0
2207.0,4,2.0,4.7,Suburb,373687.0
1507.0,3,2.0,1.3,Rural,243573.0
1790.0,5,2.0,10.1,Suburb,322875.0
1906.0,1,1.0,16.7,Suburb,290087.0
2727.0,4,2.0,27.2,Downtown,434257.0
1469.0,3,2.0,2.5,Rural,253066.0
2438.0,2,1.0,8.8,Suburb,355661.0
2446.0,3,2.0,11.5,Waterfront,450759.0
1930.0,2,1.0,13.3,Suburb,293263.0
2676.0,4,2.0,20.7,Suburb,396169.0
1147.0,3,2.0,34.7,Suburb,210453.0
1973.0,3,1.0,18.0,Suburb,326680.0
2570.0,3,2.0,34.1,Downtown,384424.0
2694.0,5,4.0,34.0,Rural,377642.0
2335.0,4,2.0,15.3,Suburb,394932.0
2394.0,3,1.0,0.7,Suburb,385544.0
883.0,2,2.0,3.5,Suburb,201373.0
1915.0,4,3.0,12.9,Downtown,363035.0
1947.0,3,3.0,21.7,Rural,285253.0
1594.0,3,3.0,33.9,Suburb,266312.0
1108.0,3,4.0,14.1,Suburb,227974.0
1524.0,3,2.0,38.9,Rural,231600.0
2738.0,3,4.0,18.3,Downtown,484029.0
1671.0,2,3.0,35.7,Suburb,270762.0
1478.0,5,2.0,22.5,Rural,269589.0
2848.0,4,2.0,23.5,Suburb,418983.0
2317.0,4,3.0,35.5,Rural,325287.0
1811.0,2,3.0,6.4,Suburb,323448.0
2172.0,4,1.0,16.0,Suburb,341722.0
960.0,5,3.0,30.8,Rural,177443.0
1405.0,4,3.0,38.0,Downtown,302519.0
2599.0,2,1.0,13.8,Suburb,373443.0
1339.0,4,3.0,40.1,Suburb,236814.0
1729.0,4,2.0,20.7,Suburb,301380.0
2607.0,4,2.0,39.3,Suburb,385939.0
2189.0,3,1.0,32.5,Suburb,335886.0
1554.0,2,1.0,11.2,Downtown,293694.0
1426.0,3,2.0,9.3,Suburb,283309.0
1620.0,3,1.0,40.8,Rural,216336.0
2238.0,4,4.0,31.7,Suburb,379246.0
1218.0,2,,41.2,Downtown,232666.0
1969.0,2,3.0,11.3,Downtown,319603.0
2232.0,3,4.0,27.3,Suburb,337821.0
2077.0,4,1.0,38.1,Waterfront,386033.0
1844.0,4,2.0,35.9,Waterfront,375531.0
918.0,2,1.0,3.6,Suburb,192507.0
2182.0,2,3.0,28.4,Rural,291351.0
2581.0,3,4.0,6.1,Downtown,449477.0
2373.0,4,2.0,8.9,Suburb,371654.0
1782.0,4,2.0,1.7,Suburb,340555.0
1447.0,3,1.0,8.2,Downtown,298665.0
1395.0,3,2.0,31.2,Rural,224067.0
1640.0,4,3.0,39.9,Rural,247911.0
1227.0,5,2.0,11.1,Suburb,239765.0
825.0,4,1.0,42.7,Suburb,166255.0
607.0,1,1.0,11.2,Waterfront,211735.0
1282.0,4,2.0,34.0,Downtown,250495.0
1801.0,3,2.0,43.9,Downtown,335431.0
2273.0,3,3.0,0.3,Rural,340404.0
2868.0,2,2.0,37.8,Suburb,395366.0
2167.0,4,3.0,37.5,Rural,328287.0
2141.0,3,2.0,3.9,Rural,316489.0
2932.0,4,1.0,22.4,Suburb,421361.0
1570.0,2,2.0,15.1,Suburb,240103.0
2766.0,5,2.0,29.0,Waterfront,489859.0
2523.0,3,4.0,1.1,Suburb,398348.0
1746.0,4,2.0,28.5,Rural,246011.0
2088.0,2,3.0,42.3,Downtown,345274.0
1908.0,2,4.0,20.3,Suburb,330892.0
1785.0,4,3.0,4.7,Suburb,318679.0
2301.0,3,2.0,26.3,Suburb,338212.0
1894.0,3,1.0,31.7,Rural,287987.0
2137.0,4,2.0,20.7,Suburb,323325.0
1947.0,3,1.0,7.9,Downtown,345393.0
1799.0,3,1.0,41.4,Downtown,296346.0
1333.0,3,2.0,21.8,Suburb,222958.0
2440.0,3,4.0,22.1,Suburb,390906.0
2117.0,3,3.0,11.3,Waterfront,443332.0
2182.0,4,2.0,0.3,Suburb,355371.0
1305.0,2,4.0,24.0,Downtown,259189.0
2286.0,2,2.0,39.2,Suburb,330339.0
2240.0,4,3.0,38.9,Rural,325965.0
2988.0,4,3.0,18.8,Downtown,493302.0
2019.0,4,2.0,20.5,Rural,281138.0
1214.0,1,1.0,16.4,Downtown,240062.0
2197.0,3,3.0,7.0,Waterfront,440160.0
1021.0,3,1.0,31.0,Downtown,214159.0
2132.0,2,2.0,14.9,Downtown,365783.0
2788.0,3,1.0,34.8,Rural,353667.0
2030.0,4,2.0,16.3,Downtown,352723.0
1190.0,5,2.0,2.1,Downtown,297492.0
2152.0,4,3.0,37.7,Downtown,351400.0
1391.0,2,3.0,24.8,Downtown,236449.0
1528.0,3,3.0,36.4,Waterfront,331121.0
966.0,3,3.0,14.1,Downtown,248646.0
1669.0,2,4.0,27.7,Suburb,246507.0
1948.0,3,3.0,34.1,Downtown,348530.0
2336.0,2,1.0,6.7,Downtown,389345.0
2236.0,3,2.0,0.2,Suburb,369812.0
1823.0,5,3.0,4.0,Suburb,342371.0
